ID_BCT_O,CALLE,ESQUINA,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO,FECHA_INSTALACIÓN,FASE2019,FASE_ORIGEN
94,AYUNTAMIENTO,LUIS MOYA,CENTRO,#N/A,ALAMEDA,CUAUHTEMOC,CENTRO,19.430924,-99.145396,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
95,AV PRADO NORTE,BARRILACO,LOMAS DE CHAPULTEPEC 3a SECCION,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.42789,-99.20779,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
96,AV CANAL DE MIRAMONTES,LIRA,PRADOS DE COYOACAN,#N/A,CULHUACAN,COYOACAN,SUR,19.318667,-99.131078,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
97,CHIRICANOS,ITAGUEÑOS,FRANCISCO VILLA,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.385551,-99.203791,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
98,FRANZ HALS,CDA FRANZ HALS,ALFONSO XIII,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.375965,-99.195758,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
100,1 DE NOVIEMBRE,CAMINO REAL A TOLUCA,LA CONCHITA,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.390734,-99.207046,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
101,JOSE ESPINOZA,PARALELA 7,CRISTO REY,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.389887,-99.200244,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
102,SANTA BALBINA,AV RIO SANTO DOMINGO,MOLINO DE SANTO DOMINGO,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.395326,-99.209462,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
103,AV ESCUADRON 201,CALLE 4,CRISTO REY,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.387171,-99.19936,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
104,ARTIFICIOS,PROL ACUEDUCTO (CALLE CDA),ACUEDUCTO,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.397611,-99.209942,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
105,MONDOVIES,ANTIGUA VIA LA VENTA,ISIDRO FABELA,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.385736,-99.209,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
106,PRINCIPAL,CUERNAVACA,LOMAS DE BECERRA,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.384048,-99.215607,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
107,NICANOR ARVIDE,PROL AV SAN ANTONIO,MINAS DE CRISTO REY,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.381752,-99.202111,EQUIP. E INST. ESTRATEGICAS,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
108,BARRANCA DEL TECOLOTE,JESUS ROCHA,OLIVAR DEL CONDE 2a SECC,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.374725,-99.2135,EQUIP. E INST. ESTRATEGICAS,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
109,AV REAL DE TOLUCA,AV DIVISION DEL NORTE,BOSQUES 1a SECCION,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.393368,-99.196862,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
110,MINA DE SANTO DOMINGO,CALLE 5,REACOMO DE PINO SUAREZ,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.395675,-99.204919,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
112,FRANCISCO P MIRANDA,BLVD ADOLFO LOPEZ MATEOS (LATERAL),MERCED GOMEZ,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.36974,-99.192079,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
113,RET 2,DR FCO DE P MIRANDA,MERCED GOMEZ,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.367535,-99.192746,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
114,AV CARLOS LAZO,AV JAVIER BARROS SIERRA,PUEBLO DE SANTA FE,#N/A,SANTA FE,ALVARO OBREGON,PONIENTE,19.361811,-99.261982,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
115,PASO DEL REY,RIO TACUBAYA,2da AMPL LA MEXICANA,#N/A,SANTA FE,ALVARO OBREGON,PONIENTE,19.37965,-99.231552,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
116,LOMAS DE TARANGO,LOMA CHICA,LOMAS DE TARANGO,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.362401,-99.216768,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
117,TOLUCA,TRANSMISIONES,OLIVAR DE LOS PADRES,#N/A,ALPES,ALVARO OBREGON,PONIENTE,19.340809,-99.209495,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
118,EMILIANO ZAPATA,PARROQUIA,LOMAS DE CHAMONTOYA,#N/A,ALPES,ALVARO OBREGON,PONIENTE,19.318284,-99.266557,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
119,QUERETARO,CHIAPAS,CHALMA DE GUADALUPE,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.550776,-99.154822,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
120,AV CEYLAN,PONIENTE 134,INDUSTRIAL VALLEJO,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.495962,-99.170941,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
121,ROSARIO,EJE 5 NTE DEPORTIVO REYNOSA E HIDALGO,PUEBLO SANTA BARBARA,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.495395,-99.176154,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
122,FAJA DE ORO,CONCEPCION,PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.485459,-99.201515,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
123,CALZ DE LAS ARMAS,LAURO VILLAR,LA PROVIDENCIA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.495553,-99.214244,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
124,CAMPO GRIJALVA,CAMPO CHILAPILLA,FRACC SAN ANTONIO,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.480238,-99.210188,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
125,LUCIO BLANCO,CALZ DE LAS ARMAS Y MANUEL SALAZAR,PROVIDENCIA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.488463,-99.212587,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
126,EJE 2 NTE EULALIA GUZMAN,PRIV FFCC CENTRAL,TLATILCO,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.459875,-99.164938,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
127,AV DE LOS MAESTROS,AV CLAVELINAS,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.464649,-99.165022,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
128,PIRAMIDE,CALLE 24,SAN PEDRO DE LOS PINOS,#N/A,NAPOLES,BENITO JUAREZ,SUR,19.385391,-99.189755,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
129,AV SALONICA,AV DE LAS GRANJAS,JARDIN AZPEITIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.470923,-99.175788,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
130,CALZ DE TLALPAN,RIO CHURUBUSCO,SAN DIEGO CHURUBUSCO,#N/A,COYOACAN,COYOACAN,SUR,19.35633,-99.144346,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
131,AV INSURGENTES NORTE,CALZ SAN SIMON,SAN SIMON TOLNAHUAC,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.458821,-99.146861,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
132,AV PASEO DE LA REFORMA,INTERIOR DE LA UH NONOALCO TLATELOLCO,UH NONOALCO TLATELOLCO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.450719,-99.133668,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
133,LUDWING VAN BEETHOVEN,ADELINA PATTI,PERALVILLO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.459666,-99.129435,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
134,MINA,EJE 1 OTE GUERRERO Y HEROES,GUERRERO,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.439841,-99.14773,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
135,DR ATL,SALVADOR DIAZ MIRON,SANTA MARIA LA RIBERA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.448676,-99.156388,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
136,AV HIDALGO,ANGELA PERALTA Y DR MORA (MORA),GUERRERO,#N/A,ALAMEDA,CUAUHTEMOC,CENTRO,19.436604,-99.143738,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
137,TEPEJI,JALAPA,ROMA SUR,#N/A,ROMA,CUAUHTEMOC,CENTRO,19.408023,-99.160048,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
138,AYUNTAMIENTO,LOPEZ,CENTRO,#N/A,ALAMEDA,CUAUHTEMOC,CENTRO,19.430341,-99.14239,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
139,JOSE A TORRES,JUAN A MATEOS,VISTA ALEGRE,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.41037,-99.133221,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
140,EJE 1 OTE ANDRES MOLINA ENRIQUEZ,VENTURA G TENA,AMPLIACION ASTURIAS,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.405649,-99.128963,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
141,ALCATRAZ,MADRE SELVA,JUAN GONZALES ROMERO,#N/A,QUIROGA,GUSTAVO A. MADERO,NORTE,19.506449,-99.090409,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
142,CITLI,HUITZILIHUITL,SANTA ISABEL TOLA,#N/A,QUIROGA,GUSTAVO A. MADERO,NORTE,19.501386,-99.112376,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
143,LUIS DE LA ROSA,LEON GUZMAN,CONSTITUCION DE LA REPUBLICA,#N/A,QUIROGA,GUSTAVO A. MADERO,NORTE,19.482248,-99.09982,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
144,CDA 5 DE MAYO,CDA EJIDO,PUEBLO SANTIAGO ATZACOALCO,#N/A,QUIROGA,GUSTAVO A. MADERO,NORTE,19.499682,-99.093918,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
145,IZCOATL,HUEHUECALOTL,SANTA ISABEL TOLA,#N/A,QUIROGA,GUSTAVO A. MADERO,NORTE,19.491839,-99.118158,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
146,TEPALCATZIN,CUAUHTEMOC,SANTA ISABEL TOLA,#N/A,QUIROGA,GUSTAVO A. MADERO,NORTE,19.499019,-99.116509,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
147,HABANA Y RICARTE,FERRERIA,TEPEYAC INSURGENTES,#N/A,TEPEYAC,GUSTAVO A. MADERO,NORTE,19.482346,-99.123175,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
148,PERIMETRAL,PINOS,SAN JERONIMO LIDICE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.333113,-99.213756,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
149,CALZ COYUYA,CDA DE COYUYA Y VIADUCTO RIO DE LA PIEDAD,DE LA CRUZ,#N/A,IZTACCIHUATL,IZTACALCO,NORTE,19.404091,-99.119472,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
150,AV JUAN N ALVAREZ,MIGUEL GARCIA GARCIA,CAMPAMENTO 2 DE OCTUBRE,#N/A,IZTACCIHUATL,IZTACALCO,NORTE,19.38532,-99.113318,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
151,MARCOS CARRILLO,VIADUCTO MIGUEL ALEMAN,VIADUCTO PIEDAD,#N/A,IZTACCIHUATL,IZTACALCO,NORTE,19.40319,-99.133727,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
152,CALZ GRAL IGNACIO ZARAGOZA,RET 1 SUR 10,AGRICOLA ORIENTAL,#N/A,PANTITLAN,IZTACALCO,NORTE,19.398414,-99.059729,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
153,AV AMACUZAC,PRIV SANCHEZ,SAN ANDRES TETEPILCO,#N/A,CHURUBUSCO,IZTAPALAPA,ORIENTE,19.371867,-99.1275,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
154,EJE 7 SUR MUNICIPIO LIBRE,CIRCUITO INTERIOR AV RIO CHURUBUSCO,EL RETOÑO,#N/A,CHURUBUSCO,IZTAPALAPA,ORIENTE,19.365984,-99.12695,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
155,EJE 2 OTE CALZ DE LA VIGA,RELOJEROS,UNIDAD LA VIGA,#N/A,CHURUBUSCO,IZTAPALAPA,ORIENTE,19.371707,-99.122548,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
156,RET 302 CALZADA DE LA VIGA,RET 301 CALZ DE LA VIGA,UNIDAD MODELO,#N/A,CHURUBUSCO,IZTAPALAPA,ORIENTE,19.363542,-99.123733,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
157,AV AGUSTIN YAÑES,TTE HECTOR ESPINOZA GALVAN,ESCUADRON 201,#N/A,CHURUBUSCO,IZTAPALAPA,ORIENTE,19.36494,-99.112418,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
158,CALZ ALFONSO TORO,GRAL RADAMES GAXIOLA ANDRADE,ESCUADRON 201,#N/A,CHURUBUSCO,IZTAPALAPA,ORIENTE,19.367055,-99.112829,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
159,AV EJE 3 SUR FC DE RIO FRIO,ORIENTE 229,CH REAL DEL MORAL,#N/A,ABASTO REFORMA,IZTAPALAPA,ORIENTE,19.391457,-99.081948,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
160,ALDAMA,NIÑOS HEROES,SAN JUANICO NEXTIPAC,#N/A,CHURUBUSCO,IZTAPALAPA,ORIENTE,19.373471,-99.116918,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
161,JORGE ENCISO,GRAL ANTONIO CARDENAS RODRIGUEZ,ESCUADRON 201,#N/A,CHURUBUSCO,IZTAPALAPA,ORIENTE,19.358892,-99.115236,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
162,EJE 5 OTE AV JAVIER ROJO GOMEZ,EJE 4 SUR AV CANAL DE TEZONTLE,LEYES DE REFORMA,#N/A,ABASTO REFORMA,IZTAPALAPA,ORIENTE,19.382955,-99.075976,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
163,EJE 5 SUR PURISIMA,PUBLICISTAS,SAN JOSE ACULCO,#N/A,GRANJAS,IZTAPALAPA,ORIENTE,19.37796,-99.099115,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
164,RODOLFO USIGLI,TTE FAUSTO VEGA SANTANDER,ESCUADRON 201,#N/A,CHURUBUSCO,IZTAPALAPA,ORIENTE,19.363064,-99.112396,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
165,TRABAJADORAS SOCIALES,MAGISTRADOS Y CFISCALES,AMPL SIFON,#N/A,CHURUBUSCO,IZTAPALAPA,ORIENTE,19.373693,-99.113704,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
166,AV AÑO DE JUAREZ,CALLE 6,GRANJAS SAN ANTONIO,#N/A,GRANJAS,IZTAPALAPA,ORIENTE,19.364442,-99.106885,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
167,NAYARIT,VERACRUZ,JARDINES DE CHURUBUSCO,#N/A,GRANJAS,IZTAPALAPA,ORIENTE,19.3753,-99.104552,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
168,NEUMATOLOGOS,MILITARES,SAN JOSE ACULCO,#N/A,GRANJAS,IZTAPALAPA,ORIENTE,19.37395,-99.100488,EDUCACION,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
169,AV 8,CALLE 55,U H SANTA CRUZ MEYEHUALCO,#N/A,SANTA CRUZ,IZTAPALAPA,ORIENTE,19.347961,-99.044581,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
170,EJE 6 SUR AV GUELATAO,AV GUELATAO Y AV 3 (EJE 5 SUR),ZUE STA MARIA AZTAHUACAN,#N/A,SANTA CRUZ,IZTAPALAPA,ORIENTE,19.362742,-99.044144,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
171,PALMAS,JACARANDAS,EL TORO,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.313648,-99.248303,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
172,AV SAN BERNABE,OCOTLAN,BARROS SIERRA,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.317553,-99.247519,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
173,AV SAN JERONIMO,HORTENSIA,LOMAS QUEBRADAS,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.314609,-99.242429,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
174,AV DE LAS TORRES,HIDALGO,EL TANQUE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.325072,-99.247249,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
175,AV OJO DE AGUA,OYAMEL,AMPL LOMAS SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.306792,-99.265782,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
176,OJO DE AGUA,AND PRINCIPAL,HUAYATLA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.304479,-99.26941,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
177,AV SAN BERNABE,AV LUIS CABRERA,CUAUHTEMOC,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.320481,-99.241236,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
178,AZTECAS,HIGUERA,PUEBLO SAN BERNABE OCOTEPEC,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.320787,-99.258058,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
179,AV OJO DE AGUA,CARBONEROS,PUEBLO SAN BERNABE OCOTEPEC,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.309364,-99.263401,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
180,AV CONTRERAS,TARASQUILLO,PUENTE SIERRA,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.329562,-99.2126,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
181,SAN RAMON,RIO CHICO Y AV SAN JERONIMO,SAN JERONIMO LIDICE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.329477,-99.217363,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
